rank_no,rank,oos_rmse_err,oos_wlp_err,coef_mae,fold_mae,gate_abs,target,scale,train_mode,margin,margin_rev,ht_sign,htsurp,spread,td_rev,tm_rev,2017_rmse,2017_bets,2018_rmse,2018_bets
146,3644.251072063058,0.01956596825890422,422,0.36158780823568004,0.09610877972985872,1504,resid_withot,xscale,expanding,line,True,-1,expected,expected,True,True,9.858626445567046,468,10.168486363917784,370
147,3644.2510720630585,0.01956596825890422,422,0.3615878082356804,0.09610877972985872,1504,resid_withot,xyscale,expanding,expected,False,-1,expected,expected,True,True,9.858626445567046,468,10.168486363917784,370
148,3644.2510720630585,0.01956596825890422,422,0.3615878082356804,0.09610877972985872,1504,resid_withot,xyscale,expanding,line,True,-1,expected,expected,True,True,9.858626445567046,468,10.168486363917784,370
149,3651.7400993629963,0.020006812922948924,440,0.3246341918811022,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,True,1,line,line,True,False,9.858742622558513,467,10.168811031590362,380
150,3651.7400993629963,0.020006812922948924,440,0.3246341918811022,0.09523392980458312,1254,resid_withot,xscale,expanding,line,False,1,line,line,True,False,9.858742622558513,467,10.168811031590362,380
151,3651.7400993629967,0.020006812922948924,440,0.32463419188110243,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,True,1,line,line,True,False,9.858742622558513,467,10.168811031590362,380
152,3651.7400993629967,0.020006812922948924,440,0.32463419188110243,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,False,1,line,line,True,False,9.858742622558513,467,10.168811031590362,380
153,3654.322847787023,0.01956596825890422,422,0.3716595839596449,0.09610877972985872,1504,resid_withot,xscale,expanding,expected,True,1,expected,expected,False,True,9.858626445567046,468,10.168486363917784,370
154,3654.322847787023,0.01956596825890422,422,0.3716595839596449,0.09610877972985872,1504,resid_withot,xscale,expanding,line,False,1,expected,expected,False,True,9.858626445567046,468,10.168486363917784,370
155,3654.3228477870234,0.01956596825890422,422,0.37165958395964516,0.09610877972985872,1504,resid_withot,xyscale,expanding,expected,True,1,expected,expected,False,True,9.858626445567046,468,10.168486363917784,370
156,3654.3228477870234,0.01956596825890422,422,0.37165958395964516,0.09610877972985872,1504,resid_withot,xyscale,expanding,line,False,1,expected,expected,False,True,9.858626445567046,468,10.168486363917784,370
157,3654.4980580350325,0.020006812922948924,440,0.32739215055313853,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,False,-1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
158,3654.4980580350325,0.020006812922948924,440,0.32739215055313853,0.09523392980458312,1254,resid_withot,xscale,expanding,line,True,-1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
159,3654.498058035033,0.020006812922948924,440,0.32739215055313875,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,False,-1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
160,3654.498058035033,0.020006812922948924,440,0.32739215055313875,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,True,-1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
161,3664.5698337589974,0.020006812922948924,440,0.3374639262771033,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,True,1,line,expected,False,False,9.858742622558513,467,10.168811031590362,380
162,3664.5698337589974,0.020006812922948924,440,0.3374639262771035,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,True,1,line,expected,False,False,9.858742622558513,467,10.168811031590362,380
163,3664.5698337589974,0.020006812922948924,440,0.3374639262771033,0.09523392980458312,1254,resid_withot,xscale,expanding,line,False,1,line,expected,False,False,9.858742622558513,467,10.168811031590362,380
164,3664.5698337589974,0.020006812922948924,440,0.3374639262771035,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,False,1,line,expected,False,False,9.858742622558513,467,10.168811031590362,380
165,3667.89576290474,0.020006812922948924,440,0.34078985542284607,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,True,1,line,line,True,True,9.858742622558513,467,10.168811031590362,380
166,3667.89576290474,0.020006812922948924,440,0.34078985542284607,0.09523392980458312,1254,resid_withot,xscale,expanding,line,False,1,line,line,True,True,9.858742622558513,467,10.168811031590362,380
167,3667.8957629047404,0.020006812922948924,440,0.34078985542284634,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,True,1,line,line,True,True,9.858742622558513,467,10.168811031590362,380
168,3667.8957629047404,0.020006812922948924,440,0.34078985542284634,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,False,1,line,line,True,True,9.858742622558513,467,10.168811031590362,380
169,3670.6537215767767,0.020006812922948924,440,0.34354781409488244,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,False,-1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
170,3670.6537215767767,0.020006812922948924,440,0.3435478140948826,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,False,-1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
171,3670.6537215767767,0.020006812922948924,440,0.34354781409488244,0.09523392980458312,1254,resid_withot,xscale,expanding,line,True,-1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
172,3670.6537215767767,0.020006812922948924,440,0.3435478140948826,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,True,-1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
173,3679.5777319157874,0.01956596825890422,422,0.3969144680884093,0.09610877972985872,1504,resid_withot,xscale,expanding,expected,True,1,expected,expected,True,False,9.858626445567046,468,10.168486363917784,370
174,3679.5777319157874,0.01956596825890422,422,0.3969144680884093,0.09610877972985872,1504,resid_withot,xscale,expanding,line,False,1,expected,expected,True,False,9.858626445567046,468,10.168486363917784,370
175,3679.577731915788,0.01956596825890422,422,0.3969144680884096,0.09610877972985872,1504,resid_withot,xyscale,expanding,expected,True,1,expected,expected,True,False,9.858626445567046,468,10.168486363917784,370
176,3679.577731915788,0.01956596825890422,422,0.3969144680884096,0.09610877972985872,1504,resid_withot,xyscale,expanding,line,False,1,expected,expected,True,False,9.858626445567046,468,10.168486363917784,370
177,3680.725497300741,0.020006812922948924,440,0.35361958981884717,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,True,1,line,expected,False,True,9.858742622558513,467,10.168811031590362,380
178,3680.725497300741,0.020006812922948924,440,0.35361958981884717,0.09523392980458312,1254,resid_withot,xscale,expanding,line,False,1,line,expected,False,True,9.858742622558513,467,10.168811031590362,380
179,3680.7254973007416,0.020006812922948924,440,0.35361958981884734,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,True,1,line,expected,False,True,9.858742622558513,467,10.168811031590362,380
180,3680.7254973007416,0.020006812922948924,440,0.35361958981884734,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,False,1,line,expected,False,True,9.858742622558513,467,10.168811031590362,380
181,3695.7333954575315,0.01956596825890422,422,0.41307013163015316,0.09610877972985872,1504,resid_withot,xscale,expanding,expected,True,1,expected,expected,True,True,9.858626445567046,468,10.168486363917784,370
182,3695.7333954575315,0.01956596825890422,422,0.4130701316301535,0.09610877972985872,1504,resid_withot,xyscale,expanding,expected,True,1,expected,expected,True,True,9.858626445567046,468,10.168486363917784,370
183,3695.7333954575315,0.01956596825890422,422,0.41307013163015316,0.09610877972985872,1504,resid_withot,xscale,expanding,line,False,1,expected,expected,True,True,9.858626445567046,468,10.168486363917784,370
184,3695.7333954575315,0.01956596825890422,422,0.4130701316301535,0.09610877972985872,1504,resid_withot,xyscale,expanding,line,False,1,expected,expected,True,True,9.858626445567046,468,10.168486363917784,370
185,3705.9803814295055,0.020006812922948924,440,0.37887447394761165,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,True,1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
186,3705.9803814295055,0.020006812922948924,440,0.37887447394761165,0.09523392980458312,1254,resid_withot,xscale,expanding,line,False,1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
187,3705.980381429506,0.020006812922948924,440,0.37887447394761176,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,True,1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
188,3705.980381429506,0.020006812922948924,440,0.37887447394761176,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,False,1,line,expected,True,False,9.858742622558513,467,10.168811031590362,380
189,3722.1360449712497,0.020006812922948924,440,0.3950301374893555,0.09523392980458312,1254,resid_withot,xscale,expanding,expected,True,1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
190,3722.1360449712497,0.020006812922948924,440,0.39503013748935567,0.09523392980458312,1254,resid_withot,xyscale,expanding,expected,True,1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
191,3722.1360449712497,0.020006812922948924,440,0.3950301374893555,0.09523392980458312,1254,resid_withot,xscale,expanding,line,False,1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
192,3722.1360449712497,0.020006812922948924,440,0.39503013748935567,0.09523392980458312,1254,resid_withot,xyscale,expanding,line,False,1,line,expected,True,True,9.858742622558513,467,10.168811031590362,380
193,3726.621244425216,0.01956596825890422,422,0.44395798059783764,0.09610877972985872,1504,resid_withot,xscale,expanding,expected,True,-1,expected,line,False,False,9.858626445567046,468,10.168486363917784,370
194,3726.621244425216,0.01956596825890422,422,0.443957980597838,0.09610877972985872,1504,resid_withot,xyscale,expanding,expected,True,-1,expected,line,False,False,9.858626445567046,468,10.168486363917784,370
195,3726.621244425216,0.01956596825890422,422,0.44395798059783764,0.09610877972985872,1504,resid_withot,xscale,expanding,line,False,-1,expected,line,False,False,9.858626445567046,468,10.168486363917784,370
196,3726.621244425216,0.01956596825890422,422,0.443957980597838,0.09610877972985872,1504,resid_withot,xyscale,expanding,line,False,-1,expected,line,False,False,9.858626445567046,468,10.168486363917784,370
197,3739.0570428412775,0.018105004603100383,520,0.10346113058174808,0.08621916403950436,1212,resid_noot,xscale,expanding,expected,False,1,expected,line,False,False,9.857604910651434,490,10.166823017997523,397
198,3739.0570428412775,0.018105004603100383,520,0.10346113058174808,0.08621916403950436,1212,resid_noot,xscale,expanding,line,True,1,expected,line,False,False,9.857604910651434,490,10.166823017997523,397
199,3739.057042841278,0.018105004603100383,520,0.10346113058174845,0.08621916403950436,1212,resid_noot,xyscale,expanding,expected,False,1,expected,line,False,False,9.857604910651434,490,10.166823017997523,397
200,3739.057042841278,0.018105004603100383,520,0.10346113058174845,0.08621916403950436,1212,resid_noot,xyscale,expanding,line,True,1,expected,line,False,False,9.857604910651434,490,10.166823017997523,397
