GAME_ID,Date,HomeTeam,AwayTeam,HomeSpread_AtOpen,HomeSpread_AtClose,Over_AtOpen,Over_AtClose,2H_HomeSpread,2H_Over
0022001062,2021-05-15,MIL,MIA,0.0,-4.5,232.0,233.0,2.5,114.5
0022100001,2021-10-19,MIL,BKN,0.0,-1.5,240.5,233.5,2.0,114.0
0022100002,2021-10-19,LAL,GSW,-4.5,-3.5,230.5,226.5,0.0,111.5
0022100007,2021-10-20,MEM,CLE,-8.0,-7.0,217.5,218.5,0.0,107.0
0022100010,2021-10-20,SAS,ORL,-5.5,-7.0,215.5,212.5,0.0,104.0
0022100070,2021-10-28,GSW,MEM,-5.0,-6.0,233.0,228.0,0.0,116.0
0022100109,2021-11-03,IND,NYK,0.0,-1.0,218.0,216.0,2.5,105.5
0022100114,2021-11-03,MEM,DEN,-1.0,1.0,213.5,215.5,0.0,105.5
0022100115,2021-11-03,MIN,LAC,0.0,2.5,215.5,212.5,0.5,107.0
0022100120,2021-11-04,ATL,UTA,0.0,1.5,220.5,218.5,2.0,111.5
0022100126,2021-11-05,WAS,MEM,0.0,-2.5,225.0,220.5,3.0,111.0
0022100128,2021-11-05,MIL,NYK,-5.5,-3.5,217.5,217.0,0.0,104.0
0022100134,2021-11-06,MIA,UTA,-3.5,0.0,212.5,212.0,1.0,107.5
0022100148,2021-11-08,CHI,BKN,-1.5,0.0,215.0,216.5,-1.0,104.5
0022100151,2021-11-08,DEN,MIA,0.0,1.5,208.5,203.0,5.0,100.0
0022100174,2021-11-12,CHA,NYK,0.0,2.5,225.5,225.0,-1.0,109.0
0022100184,2021-11-12,LAL,MIN,-4.5,0.0,226.0,223.5,1.5,108.0
0022100193,2021-11-14,ATL,MIL,0.0,-2.0,219.0,224.0,3.0,114.5
0022100226,2021-11-18,MEM,LAC,0.0,0.0,221.5,220.5,1.0,112.0
0022100231,2021-11-19,DET,GSW,10.5,1.5,210.0,201.0,0.0,98.0
0022100242,2021-11-20,ATL,CHA,-6.0,-7.5,226.0,226.5,0.0,109.5
0022100266,2021-11-23,LAC,DAL,-4.5,-2.5,207.5,213.5,0.0,103.0
0022100270,2021-11-24,BOS,BKN,0.0,-1.5,216.0,217.5,-4.5,106.5
0022100311,2021-11-29,SAS,WAS,3.0,3.0,214.5,214.5,0.0,104.5
0022100318,2021-11-30,SAC,LAL,3.5,0.0,227.5,224.0,1.5,108.5
0022100345,2021-12-04,DAL,MEM,-5.5,0.0,216.5,215.0,-3.5,109.0
0022100367,2021-12-08,CLE,CHI,0.0,-3.0,208.0,212.5,1.5,107.5
0022100378,2021-12-08,LAC,BOS,-3.0,0.0,212.5,209.0,4.5,107.5
0022100397,2021-12-11,SAS,DEN,-2.0,0.0,214.0,218.5,-4.5,107.0
0022100420,2021-12-15,DAL,LAL,0.0,4.0,217.0,212.5,4.5,104.0
0022100427,2021-12-15,SAC,WAS,0.0,2.5,225.5,226.5,1.5,109.0
0022100426,2021-12-15,POR,MEM,-1.5,0.0,220.5,218.0,-2.5,110.5
0022100429,2021-12-16,BKN,PHI,0.0,3.0,213.5,216.5,7.0,104.0
0022100436,2021-12-17,MIN,LAL,0.0,1.0,224.5,222.5,3.0,108.0
