GAME_ID,Date,HomeTeam,AwayTeam,HomeSpread_AtOpen,HomeSpread_AtClose,2H_HomeSpread,Over_AtClose,2H_Over,ht_home,ht_away,ht_margin,pregame_home_expected_margin,h2_home_expected_margin,ht_margin_surprise_vs_fullgame_half,second_half_margin_no_ot,second_half_margin_with_ot,sign_flip_close_to_h2
0020700410,2007-12-26 00:00:00,ATL,IND,-2.0,-2.5,1.0,203.0,101.0,52.0,45.0,7.0,2.5,-1.0,5.75,5.0,5.0,True
0020700415,2007-12-26 00:00:00,DEN,MIL,-8.0,-8.5,3.0,210.5,101.5,68.0,38.0,30.0,8.5,-3.0,25.75,-10.0,-10.0,True
0020700417,2007-12-26 00:00:00,SAC,BOS,6.0,7.5,-3.0,191.0,93.0,29.0,53.0,-24.0,-7.5,3.0,-20.25,4.0,4.0,True
0020700422,2007-12-28 00:00:00,CHA,NOH,3.5,3.5,-3.0,191.0,94.0,34.0,53.0,-19.0,-3.5,3.0,-17.25,5.0,5.0,True
0020700425,2007-12-28 00:00:00,DET,IND,-9.0,-9.5,1.5,198.0,96.5,64.0,41.0,23.0,9.5,-1.5,18.25,-10.0,-10.0,True
0020700432,2007-12-28 00:00:00,LAL,UTA,-4.0,-5.0,3.0,213.0,110.5,75.0,48.0,27.0,5.0,-3.0,24.5,-13.0,-13.0,True
0020700434,2007-12-29 00:00:00,DAL,ATL,-8.5,-8.0,1.0,189.5,94.5,54.0,35.0,19.0,8.0,-1.0,15.0,-6.0,-6.0,True
0020700435,2007-12-29 00:00:00,WAS,MIA,-8.0,-8.0,1.5,198.0,100.0,58.0,39.0,19.0,8.0,-1.5,15.0,3.0,3.0,True
0020700442,2007-12-29 00:00:00,SEA,MIN,-6.0,-5.5,0.5,201.0,100.0,57.0,46.0,11.0,5.5,-0.5,8.25,8.0,8.0,True
0020700456,2007-12-31 00:00:00,SEA,PHI,1.5,2.5,-2.0,189.5,92.0,34.0,46.0,-12.0,-2.5,2.0,-10.75,4.0,4.0,True
0020700457,2008-01-02 00:00:00,WAS,DET,5.5,5.0,-0.5,192.0,96.5,47.0,57.0,-10.0,-5.0,0.5,-7.5,-3.0,-3.0,True
0020700465,2008-01-02 00:00:00,MIN,POR,5.0,4.5,-0.5,190.0,97.0,42.0,52.0,-10.0,-4.5,0.5,-7.75,-1.0,-1.0,True
0020700469,2008-01-03 00:00:00,CHI,POR,-3.0,-4.0,0.5,188.0,96.0,48.0,41.0,7.0,4.0,-0.5,5.0,-7.0,-13.0,True
0020700472,2008-01-04 00:00:00,TOR,DET,4.5,4.5,-1.0,184.0,90.5,39.0,48.0,-9.0,-4.5,1.0,-6.75,-7.0,-7.0,True
0020700474,2008-01-04 00:00:00,IND,ATL,-2.0,-2.5,2.0,194.5,97.0,54.0,43.0,11.0,2.5,-2.0,9.75,11.0,11.0,True
0020700478,2008-01-04 00:00:00,MIN,DEN,6.5,5.0,-0.5,207.0,100.5,52.0,61.0,-9.0,-5.0,0.5,-6.5,-2.0,-2.0,True
0020700479,2008-01-04 00:00:00,MIL,WAS,-1.5,3.5,-3.0,196.0,100.5,31.0,52.0,-21.0,-3.5,3.0,-19.25,-3.0,-3.0,True
0020700482,2008-01-04 00:00:00,LAL,PHI,-7.5,-7.5,2.0,200.0,98.5,64.0,40.0,24.0,7.5,-2.0,20.25,7.0,7.0,True
0020700490,2008-01-06 00:00:00,TOR,CLE,-3.5,-4.0,1.0,185.0,91.5,43.0,33.0,10.0,4.0,-1.0,8.0,-13.0,-13.0,True
0020700492,2008-01-06 00:00:00,MIN,DAL,9.0,8.0,-1.5,193.5,95.5,35.0,58.0,-23.0,-8.0,1.5,-19.0,0.0,0.0,True
0020700498,2008-01-07 00:00:00,PHX,DEN,-7.0,-7.5,1.5,227.5,110.5,78.0,59.0,19.0,7.5,-1.5,15.25,3.0,3.0,True
0020700499,2008-01-07 00:00:00,GSW,SAS,-2.0,-1.5,1.5,205.0,100.5,51.0,44.0,7.0,1.5,-1.5,6.25,-7.0,2.0,True
0020700504,2008-01-08 00:00:00,MEM,LAL,5.0,6.5,-1.0,216.0,106.5,47.0,61.0,-14.0,-6.5,1.0,-10.75,-2.0,-2.0,True
0020700505,2008-01-08 00:00:00,MIN,MIA,1.5,-1.5,3.0,191.5,94.5,59.0,47.0,12.0,1.5,-3.0,11.25,-2.0,-2.0,True
0020700507,2008-01-08 00:00:00,UTA,IND,-8.5,-7.5,0.5,213.0,104.5,67.0,50.0,17.0,7.5,-0.5,13.25,5.0,5.0,True
0020700516,2008-01-09 00:00:00,DAL,DET,-3.0,-2.0,1.0,189.0,94.0,48.0,43.0,5.0,2.0,-1.0,4.0,11.0,11.0,True
0020700518,2008-01-09 00:00:00,POR,GSW,-2.0,-1.0,4.0,208.5,101.0,56.0,41.0,15.0,1.0,-4.0,14.5,3.0,3.0,True
0020700529,2008-01-11 00:00:00,HOU,MIN,-11.0,-10.0,2.5,186.0,92.0,65.0,33.0,32.0,10.0,-2.5,27.0,-1.0,-1.0,True
0020700542,2008-01-13 00:00:00,ATL,CHI,-5.0,-4.0,3.5,187.5,95.5,69.0,49.0,20.0,4.0,-3.5,18.0,1.0,1.0,True
0020700554,2008-01-15 00:00:00,ATL,DEN,-1.5,-3.0,3.5,209.5,101.5,65.0,44.0,21.0,3.0,-3.5,19.5,-10.0,-10.0,True
0020700559,2008-01-15 00:00:00,MIN,GSW,7.5,7.5,-0.5,212.5,102.0,44.0,56.0,-12.0,-7.5,0.5,-8.25,5.0,5.0,True
0020700572,2008-01-17 00:00:00,LAL,PHX,1.0,1.5,-3.0,226.0,108.0,43.0,56.0,-13.0,-1.5,3.0,-12.25,5.0,5.0,True
0020700575,2008-01-18 00:00:00,MIA,POR,2.5,3.5,-1.5,191.5,97.0,41.0,50.0,-9.0,-3.5,1.5,-7.25,2.0,2.0,True
0020700578,2008-01-18 00:00:00,MEM,SEA,-5.5,-5.5,3.0,215.5,105.5,68.0,47.0,21.0,5.5,-3.0,18.25,3.0,3.0,True
0020700590,2008-01-19 00:00:00,HOU,SAS,0.0,-1.0,1.5,180.0,89.5,45.0,39.0,6.0,1.0,-1.5,5.5,-4.0,-4.0,True
0020700602,2008-01-21 00:00:00,LAC,UTA,4.0,2.5,-2.0,196.5,99.0,43.0,54.0,-11.0,-2.5,2.0,-9.75,-5.0,-5.0,True
0020700604,2008-01-21 00:00:00,MEM,CHI,-1.5,-1.5,3.0,205.5,100.5,48.0,35.0,13.0,1.5,-3.0,12.25,1.0,1.0,True
0020700607,2008-01-21 00:00:00,LAL,DEN,-4.5,-2.5,1.0,225.0,108.0,67.0,57.0,10.0,2.5,-1.0,8.75,7.0,7.0,True
0020700609,2008-01-22 00:00:00,SAC,NJN,-5.5,-5.5,2.5,202.0,103.5,64.0,47.0,17.0,5.5,-2.5,14.25,17.0,17.0,True
0020700614,2008-01-23 00:00:00,MEM,ORL,3.0,3.5,-1.0,214.5,107.0,48.0,58.0,-10.0,-3.5,1.0,-8.25,-17.0,-17.0,True
0020700617,2008-01-23 00:00:00,CHI,IND,-3.5,-4.5,1.5,203.0,98.5,57.0,43.0,14.0,4.5,-1.5,11.75,-1.0,-1.0,True
0020700626,2008-01-25 00:00:00,WAS,MEM,-8.5,-9.0,1.0,207.0,103.0,59.0,38.0,21.0,9.0,-1.0,16.5,-10.0,-10.0,True
0020700629,2008-01-25 00:00:00,NYK,PHI,-2.0,-2.5,0.5,195.0,96.5,50.0,46.0,4.0,2.5,-0.5,2.75,4.0,4.0,True
0020700630,2008-01-25 00:00:00,DET,ORL,-7.5,-7.0,1.5,193.0,94.5,68.0,49.0,19.0,7.0,-1.5,15.5,-11.0,-11.0,True
0020700636,2008-01-25 00:00:00,POR,HOU,-2.0,-2.0,2.0,184.5,94.0,50.0,42.0,8.0,2.0,-2.0,7.0,-18.0,-18.0,True
0020700637,2008-01-25 00:00:00,SEA,ATL,1.5,3.5,-3.5,199.5,100.0,31.0,52.0,-21.0,-3.5,3.5,-19.25,12.0,12.0,True
0020700648,2008-01-27 00:00:00,MIN,NJN,0.0,1.5,-2.0,192.5,100.5,38.0,48.0,-10.0,-1.5,2.0,-9.25,13.0,13.0,True
