GAME_ID,Date,HomeTeam,AwayTeam,HomeSpread_AtOpen,HomeSpread_AtClose,2H_HomeSpread,Over_AtClose,2H_Over,ht_home,ht_away,ht_margin,pregame_home_expected_margin,h2_home_expected_margin,ht_margin_surprise_vs_fullgame_half,second_half_margin_no_ot,second_half_margin_with_ot,sign_flip_close_to_h2
0020700930,2008-03-08 00:00:00,HOU,NOH,-7.0,-5.5,2.0,190.0,95.5,59.0,46.0,13.0,5.5,-2.0,10.25,-3.0,-3.0,True
0020700932,2008-03-08 00:00:00,UTA,DEN,-5.5,-5.5,4.0,224.5,108.0,77.0,54.0,23.0,5.5,-4.0,20.25,4.0,4.0,True
0020700935,2008-03-09 00:00:00,MIL,PHI,2.0,3.0,-3.5,202.0,98.5,43.0,65.0,-22.0,-3.0,3.5,-20.5,0.0,0.0,True
0020700936,2008-03-09 00:00:00,PHX,SAS,1.5,1.5,-0.5,202.5,101.5,45.0,48.0,-3.0,-1.5,0.5,-2.25,10.0,10.0,True
0020700940,2008-03-10 00:00:00,ORL,ATL,-10.0,-10.5,0.5,211.0,107.0,74.0,53.0,21.0,10.5,-0.5,15.75,-10.0,-10.0,True
0020700942,2008-03-10 00:00:00,MIA,LAC,-3.5,1.0,-3.0,190.0,94.5,47.0,58.0,-11.0,-1.0,3.0,-10.5,10.0,10.0,True
0020700946,2008-03-11 00:00:00,WAS,MIL,-7.0,-6.5,1.0,201.0,99.5,57.0,44.0,13.0,6.5,-1.0,9.75,-5.0,-5.0,True
0020700950,2008-03-11 00:00:00,PHX,MEM,-14.0,-14.0,1.0,223.5,107.5,72.0,41.0,31.0,14.0,-1.0,24.0,-10.0,-10.0,True
0020700964,2008-03-13 00:00:00,SAC,POR,-3.0,-3.5,2.5,205.5,101.5,58.0,44.0,14.0,3.5,-2.5,12.25,-3.0,-3.0,True
0020700970,2008-03-14 00:00:00,NOH,LAL,1.5,1.5,-1.5,212.5,105.0,46.0,49.0,-3.0,-1.5,1.5,-2.25,13.0,13.0,True
0020700971,2008-03-14 00:00:00,CHI,PHI,-3.5,-3.0,3.0,199.0,99.0,58.0,43.0,15.0,3.0,-3.0,13.5,-19.0,-19.0,True
0020700974,2008-03-14 00:00:00,DEN,TOR,-10.0,-8.5,2.0,217.0,107.0,79.0,57.0,22.0,8.5,-2.0,17.75,10.0,10.0,True
0020700981,2008-03-15 00:00:00,PHX,SAC,-9.0,-7.5,2.5,228.5,111.5,79.0,48.0,31.0,7.5,-2.5,27.25,-3.0,-3.0,True
0020700986,2008-03-16 00:00:00,DET,NOH,-5.5,-6.0,0.5,186.0,93.5,55.0,44.0,11.0,6.0,-0.5,8.0,10.0,10.0,True
0020700985,2008-03-16 00:00:00,NYK,ATL,2.0,1.0,-1.0,201.0,102.0,49.0,53.0,-4.0,-1.0,1.0,-3.5,-7.0,-7.0,True
0020700988,2008-03-16 00:00:00,HOU,LAL,-4.5,-3.5,3.0,196.0,97.0,59.0,44.0,15.0,3.5,-3.0,13.25,-3.0,-3.0,True
0020700994,2008-03-17 00:00:00,MEM,CHA,2.0,3.0,-0.5,206.0,102.5,42.0,47.0,-5.0,-3.0,0.5,-3.5,23.0,23.0,True
0020700997,2008-03-17 00:00:00,SAS,BOS,-3.0,-5.0,1.0,177.0,92.0,53.0,43.0,10.0,5.0,-1.0,7.5,-12.0,-12.0,True
0020700999,2008-03-18 00:00:00,DET,DEN,-6.0,-4.5,4.0,212.0,104.0,73.0,51.0,22.0,4.5,-4.0,19.75,-6.0,-6.0,True
0020701001,2008-03-18 00:00:00,CHI,NJN,-5.0,-6.5,2.5,200.5,104.5,58.0,34.0,24.0,6.5,-2.5,20.75,-8.0,-8.0,True
0020701005,2008-03-18 00:00:00,POR,PHX,3.5,3.0,-1.5,210.5,103.0,49.0,57.0,-8.0,-3.0,1.5,-6.5,-5.0,-5.0,True
0020701007,2008-03-19 00:00:00,PHI,DEN,-2.0,-3.0,0.5,223.0,111.5,65.0,58.0,7.0,3.0,-0.5,5.5,-5.0,-5.0,True
0020701011,2008-03-19 00:00:00,CLE,DET,-1.0,-1.5,1.5,183.0,91.0,45.0,38.0,7.0,1.5,-1.5,6.25,9.0,9.0,True
0020701015,2008-03-19 00:00:00,LAC,GSW,9.0,9.0,-0.5,219.0,108.0,46.0,64.0,-18.0,-9.0,0.5,-13.5,2.0,2.0,True
0020701016,2008-03-20 00:00:00,CHI,SAS,4.5,5.0,-2.5,189.5,94.0,37.0,55.0,-18.0,-5.0,2.5,-15.5,-4.0,-4.0,True
0020701020,2008-03-21 00:00:00,IND,MIN,-7.0,-6.0,2.0,210.5,104.5,66.0,49.0,17.0,6.0,-2.0,14.0,-6.0,-6.0,True
0020701019,2008-03-21 00:00:00,ORL,PHI,-6.0,-6.5,2.5,205.5,101.5,58.0,35.0,23.0,6.5,-2.5,19.75,-5.0,-5.0,True
0020701021,2008-03-21 00:00:00,NJN,DEN,3.5,5.0,-1.0,226.0,112.0,55.0,67.0,-12.0,-5.0,1.0,-9.5,1.0,1.0,True
0020701032,2008-03-22 00:00:00,MEM,SAC,3.0,-1.0,2.5,210.0,105.0,67.0,56.0,11.0,1.0,-2.5,10.5,-5.0,-5.0,True
0020701038,2008-03-22 00:00:00,PHX,HOU,-6.5,-6.5,2.0,205.0,104.5,74.0,57.0,17.0,6.5,-2.0,13.75,-8.0,-8.0,True
0020701041,2008-03-23 00:00:00,TOR,DEN,-2.5,-2.5,1.5,225.0,112.0,54.0,46.0,8.0,2.5,-1.5,6.75,-17.0,-17.0,True
0020701067,2008-03-26 00:00:00,SAC,MEM,-7.5,-5.5,1.5,200.5,100.0,42.0,50.0,-8.0,5.5,-1.5,-10.75,8.0,9.0,True
0020701074,2008-03-28 00:00:00,PHI,PHX,1.0,3.5,-3.5,218.0,105.0,44.0,61.0,-17.0,-3.5,3.5,-15.25,3.0,3.0,True
0020701077,2008-03-28 00:00:00,ATL,CHI,-5.0,-4.5,2.0,206.0,103.5,57.0,46.0,11.0,4.5,-2.0,8.75,-8.0,-8.0,True
0020701081,2008-03-28 00:00:00,SAC,WAS,-1.5,-3.5,2.0,206.5,105.5,58.0,47.0,11.0,3.5,-2.0,9.25,-17.0,-17.0,True
0020701085,2008-03-29 00:00:00,DET,CLE,-7.0,-7.0,1.5,184.0,91.0,49.0,33.0,16.0,7.0,-1.5,12.5,-2.0,-2.0,True
0020701090,2008-03-30 00:00:00,SAS,HOU,-6.5,-7.0,2.0,174.5,88.5,66.0,48.0,18.0,7.0,-2.0,14.5,3.0,3.0,True
0020701094,2008-03-30 00:00:00,TOR,NOH,3.0,2.5,-2.5,198.5,99.5,58.0,69.0,-11.0,-2.5,2.5,-9.75,4.0,4.0,True
0020701101,2008-03-31 00:00:00,MEM,ATL,3.0,3.0,-4.0,208.5,105.5,46.0,73.0,-27.0,-3.0,4.0,-25.5,10.0,10.0,True
0020701102,2008-03-31 00:00:00,UTA,WAS,-8.5,-9.5,3.5,210.0,105.0,73.0,41.0,32.0,9.5,-3.5,27.25,10.0,10.0,True
0020701104,2008-03-31 00:00:00,LAC,DAL,6.0,6.5,-0.5,189.5,93.0,40.0,52.0,-12.0,-6.5,0.5,-8.75,5.0,5.0,True
0020701118,2008-04-02 00:00:00,MEM,NYK,-8.5,-5.5,2.0,211.0,102.5,74.0,60.0,14.0,5.5,-2.0,11.25,2.0,2.0,True
0020701120,2008-04-02 00:00:00,DAL,GSW,-3.5,-5.0,0.5,213.0,106.0,60.0,50.0,10.0,5.0,-0.5,7.5,15.0,15.0,True
0020701132,2008-04-04 00:00:00,MIL,IND,0.0,2.5,-1.5,220.0,108.0,46.0,53.0,-7.0,-2.5,1.5,-5.75,3.0,3.0,True
0020701137,2008-04-05 00:00:00,CLE,ORL,-3.0,-2.0,1.5,197.0,99.0,55.0,47.0,8.0,2.0,-1.5,7.0,-23.0,-23.0,True
0020701139,2008-04-05 00:00:00,CHA,BOS,8.5,2.0,-4.0,187.0,94.5,50.0,64.0,-14.0,-2.0,4.0,-13.0,-9.0,-9.0,True
0020701149,2008-04-06 00:00:00,NOH,GSW,-7.5,-5.0,0.5,220.5,108.0,59.0,51.0,8.0,5.0,-0.5,5.5,4.0,4.0,True
0020701153,2008-04-08 00:00:00,CHA,MIN,-3.5,-4.5,2.0,200.5,101.5,59.0,47.0,12.0,4.5,-2.0,9.75,-10.0,-10.0,True
0020701154,2008-04-08 00:00:00,IND,ATL,-3.5,-4.0,3.0,214.5,106.0,67.0,52.0,15.0,4.0,-3.0,13.0,-1.0,-1.0,True
0020701182,2008-04-11 00:00:00,MIA,MEM,4.0,4.5,-1.5,191.0,96.5,43.0,58.0,-15.0,-4.5,1.5,-12.75,10.0,10.0,True
0020701181,2008-04-11 00:00:00,NYK,ATL,5.5,6.5,-2.0,210.5,104.0,43.0,62.0,-19.0,-6.5,2.0,-15.75,7.0,7.0,True
0020701186,2008-04-11 00:00:00,SAC,POR,-2.5,-3.0,1.5,202.0,99.5,51.0,41.0,10.0,3.0,-1.5,8.5,7.0,7.0,True
0020701187,2008-04-11 00:00:00,LAL,NOH,-3.5,-5.0,3.0,212.5,103.5,65.0,45.0,20.0,5.0,-3.0,17.5,-17.0,-17.0,True
0020701188,2008-04-12 00:00:00,WAS,PHI,-4.0,-2.0,1.0,194.0,98.5,57.0,53.0,4.0,2.0,-1.0,3.0,12.0,12.0,True
0020701201,2008-04-13 00:00:00,DEN,HOU,-6.0,-6.5,2.0,211.5,105.5,61.0,44.0,17.0,6.5,-2.0,13.75,0.0,0.0,True
0020701205,2008-04-14 00:00:00,WAS,IND,-4.0,-2.5,2.5,205.0,101.0,66.0,54.0,12.0,2.5,-2.5,10.75,-5.0,-5.0,True
0020701207,2008-04-14 00:00:00,MIL,CHI,-2.0,1.0,-2.0,205.5,105.0,71.0,81.0,-10.0,-1.0,2.0,-9.5,-6.0,-6.0,True
0020701209,2008-04-14 00:00:00,PHX,GSW,-5.5,-4.0,2.5,230.5,113.5,71.0,57.0,14.0,4.0,-2.5,12.0,-8.0,-8.0,True
0020701217,2008-04-16 00:00:00,CHA,PHI,1.0,-1.0,1.0,200.0,98.5,61.0,51.0,10.0,1.0,-1.0,9.5,-4.0,-4.0,True
0020701223,2008-04-16 00:00:00,SAS,UTA,-4.0,-4.5,4.0,185.5,94.0,65.0,39.0,26.0,4.5,-4.0,23.75,3.0,3.0,True
0040700121,2008-04-20 00:00:00,ORL,TOR,-6.0,-6.0,1.0,196.0,96.5,,,,6.0,-1.0,,,,True
0040700132,2008-04-21 00:00:00,CLE,WAS,-3.0,-1.5,4.0,188.0,96.5,,,,1.5,-4.0,,,,True
0040700152,2008-04-22 00:00:00,NOH,DAL,-3.5,-3.5,3.5,192.0,97.5,,,,3.5,-3.5,,,,True
0040700123,2008-04-24 00:00:00,TOR,ORL,-3.5,-4.0,4.5,205.0,104.0,,,,4.0,-4.5,,,,True
0040700133,2008-04-24 00:00:00,WAS,CLE,-5.0,-5.5,4.0,192.0,96.5,,,,5.5,-4.0,,,,True
0040700124,2008-04-26 00:00:00,TOR,ORL,-3.0,-2.0,1.0,204.0,102.5,,,,2.0,-1.0,,,,True
0040700164,2008-04-27 00:00:00,PHX,SAS,-5.5,-3.5,4.5,201.0,100.0,,,,3.5,-4.5,,,,True
0040700144,2008-04-28 00:00:00,DEN,LAL,3.0,4.0,-1.0,224.5,112.0,,,,-4.0,1.0,,,,True
0040700155,2008-04-29 00:00:00,NOH,DAL,-6.0,-7.0,1.0,195.5,97.0,,,,7.0,-1.0,,,,True
0040700175,2008-04-29 00:00:00,HOU,UTA,-1.0,-1.0,3.0,182.5,92.5,,,,1.0,-3.0,,,,True
0040700116,2008-05-01 00:00:00,PHI,DET,5.5,5.0,-3.0,177.5,88.0,,,,-5.0,3.0,,,,True
0040700222,2008-05-07 00:00:00,LAL,UTA,-8.0,-6.5,1.5,210.5,107.0,,,,6.5,-1.5,,,,True
0040700223,2008-05-09 00:00:00,UTA,LAL,-4.0,-5.0,1.0,214.5,108.0,,,,5.0,-1.0,,,,True
0040700214,2008-05-10 00:00:00,ORL,DET,-4.0,-5.5,0.5,188.0,95.0,,,,5.5,-0.5,,,,True
0040700203,2008-05-10 00:00:00,CLE,BOS,-1.0,-2.0,5.0,180.5,91.0,,,,2.0,-5.0,,,,True
0040700234,2008-05-11 00:00:00,SAS,NOH,-5.5,-5.0,2.0,189.0,95.5,,,,5.0,-2.0,,,,True
0040700206,2008-05-16 00:00:00,CLE,BOS,-3.0,-2.5,3.0,178.5,88.5,,,,2.5,-3.0,,,,True
0040700404,2008-06-12 00:00:00,LAL,BOS,-8.0,-7.5,3.0,191.5,96.5,,,,7.5,-3.0,,,,True
0040700406,2008-06-17 00:00:00,BOS,LAL,-3.5,-4.5,5.0,190.0,95.0,,,,4.5,-5.0,,,,True
0020800003,2008-10-28 00:00:00,LAL,POR,-7.0,-8.0,1.0,195.0,96.0,49.0,34.0,15.0,8.0,-1.0,11.0,5.0,5.0,True
0020800007,2008-10-29 00:00:00,NYK,MIA,-3.0,-2.0,3.5,209.5,105.0,60.0,45.0,15.0,2.0,-3.5,14.0,-10.0,-10.0,True
0020800011,2008-10-29 00:00:00,SAS,PHX,-2.5,1.0,-1.0,185.0,92.5,46.0,49.0,-3.0,-1.0,1.0,-2.5,-2.0,-2.0,True
0020800016,2008-10-30 00:00:00,CLE,CHA,-9.5,-9.0,1.0,183.0,91.0,50.0,33.0,17.0,9.0,-1.0,12.5,0.0,0.0,True
0020800021,2008-10-31 00:00:00,MIA,SAC,-5.5,-6.5,1.0,204.0,99.0,49.0,31.0,18.0,6.5,-1.0,14.75,8.0,8.0,True
0020800027,2008-11-01 00:00:00,CHA,MIA,-2.0,-2.5,2.0,188.0,93.0,52.0,41.0,11.0,2.5,-2.0,9.75,2.0,2.0,True
0020800056,2008-11-05 00:00:00,MIL,WAS,-1.5,1.5,-1.5,188.0,96.0,39.0,45.0,-6.0,-1.5,1.5,-5.25,6.0,14.0,True
0020800061,2008-11-05 00:00:00,SAC,MEM,-4.0,-2.0,1.0,192.0,96.0,48.0,41.0,7.0,2.0,-1.0,6.0,-2.0,-2.0,True
0020800068,2008-11-07 00:00:00,ATL,TOR,-3.5,-2.0,2.5,184.0,92.5,62.0,50.0,12.0,2.0,-2.5,11.0,6.0,6.0,True
0020800075,2008-11-07 00:00:00,SAC,MIN,-3.5,-2.5,1.0,197.0,99.5,62.0,55.0,7.0,2.5,-1.0,5.75,5.0,5.0,True
0020800091,2008-11-09 00:00:00,SAC,GSW,-3.5,-3.0,0.5,214.0,107.0,63.0,57.0,6.0,3.0,-0.5,4.5,11.0,11.0,True
0020800109,2008-11-12 00:00:00,NJN,IND,2.0,1.5,-2.0,198.5,101.0,43.0,50.0,-7.0,-1.5,2.0,-6.25,-4.0,-4.0,True
0020800113,2008-11-12 00:00:00,OKC,ORL,7.0,8.0,-3.0,187.5,92.0,42.0,71.0,-29.0,-8.0,3.0,-25.0,12.0,12.0,True
0020800121,2008-11-14 00:00:00,IND,PHI,-1.0,-1.0,2.5,197.5,97.5,57.0,49.0,8.0,1.0,-2.5,7.5,-10.0,-10.0,True
0020800124,2008-11-14 00:00:00,NYK,OKC,-8.0,-8.0,2.0,208.5,103.0,68.0,44.0,24.0,8.0,-2.0,20.0,-14.0,-14.0,True
0020800126,2008-11-14 00:00:00,MEM,MIL,-4.5,-5.0,1.0,187.5,93.0,49.0,37.0,12.0,5.0,-1.0,9.5,-12.0,-17.0,True
0020800128,2008-11-14 00:00:00,DAL,ORL,-1.0,-1.5,2.0,198.0,96.5,56.0,46.0,10.0,1.5,-2.0,9.25,-12.0,-12.0,True
0020800130,2008-11-14 00:00:00,SAC,PHX,6.5,3.0,-2.0,202.5,101.0,42.0,53.0,-11.0,-3.0,2.0,-9.5,11.0,9.0,True
0020800138,2008-11-15 00:00:00,HOU,NOH,-2.5,-2.0,2.0,181.0,90.5,48.0,36.0,12.0,2.0,-2.0,11.0,-3.0,-3.0,True
0020800144,2008-11-16 00:00:00,PHX,DET,-3.0,-2.0,3.5,197.0,99.0,61.0,46.0,15.0,2.0,-3.5,14.0,3.0,3.0,True
0020800149,2008-11-18 00:00:00,CHA,DAL,5.5,5.5,-2.0,187.0,94.5,35.0,55.0,-20.0,-5.5,2.0,-17.25,3.0,3.0,True
0020800150,2008-11-18 00:00:00,IND,ATL,-2.0,-3.5,2.5,209.0,105.5,61.0,48.0,13.0,3.5,-2.5,11.25,4.0,4.0,True
0020800155,2008-11-18 00:00:00,MEM,SAC,-5.5,-5.5,2.0,196.5,97.5,64.0,47.0,17.0,5.5,-2.0,14.25,-2.0,-2.0,True
0020800168,2008-11-19 00:00:00,POR,CHI,-6.0,-6.0,4.0,196.0,97.0,62.0,37.0,25.0,6.0,-4.0,22.0,17.0,17.0,True
0020800179,2008-11-21 00:00:00,SAS,UTA,-3.0,-4.5,0.5,174.0,90.5,61.0,53.0,8.0,4.5,-0.5,5.75,17.0,17.0,True
0020800180,2008-11-21 00:00:00,OKC,NOH,9.5,10.0,-1.5,191.0,95.0,39.0,60.0,-21.0,-10.0,1.5,-16.0,-4.0,-4.0,True
0020800183,2008-11-21 00:00:00,LAL,DEN,-8.0,-8.5,2.0,205.5,101.5,67.0,47.0,20.0,8.5,-2.0,15.75,-6.0,-6.0,True
0020800193,2008-11-23 00:00:00,TOR,BOS,4.5,4.0,-0.5,186.0,93.5,49.0,59.0,-10.0,-4.0,0.5,-8.0,-5.0,-5.0,True
0020800194,2008-11-23 00:00:00,PHI,GSW,-6.0,-6.5,2.0,208.5,101.5,57.0,39.0,18.0,6.5,-2.0,14.75,-10.0,-10.0,True
0020800200,2008-11-24 00:00:00,MIA,HOU,2.5,3.0,-1.0,186.0,93.0,48.0,56.0,-8.0,-3.0,1.0,-6.5,-1.0,-1.0,True
0020800206,2008-11-25 00:00:00,NYK,CLE,6.5,9.0,-2.5,211.5,104.0,38.0,67.0,-29.0,-9.0,2.5,-24.5,11.0,11.0,True
0020800216,2008-11-26 00:00:00,MIN,PHX,4.0,3.5,-2.5,196.0,96.5,43.0,59.0,-16.0,-3.5,2.5,-14.25,8.0,8.0,True
0020800220,2008-11-26 00:00:00,POR,MIA,-7.5,-8.0,1.0,192.0,97.0,59.0,40.0,19.0,8.0,-1.0,15.0,19.0,19.0,True
0020800223,2008-11-27 00:00:00,WAS,ORL,3.5,3.0,-2.5,197.5,99.0,44.0,55.0,-11.0,-3.0,2.5,-9.5,-4.0,-4.0,True
0020800226,2008-11-28 00:00:00,BOS,PHI,-9.0,-8.5,1.0,186.5,91.5,46.0,28.0,18.0,8.5,-1.0,13.75,6.0,6.0,True
0020800242,2008-11-29 00:00:00,HOU,SAS,-4.0,-3.0,0.5,178.0,91.0,56.0,49.0,7.0,3.0,-0.5,5.5,12.0,12.0,True
0020800245,2008-11-29 00:00:00,SAC,DAL,4.5,4.0,-0.5,207.5,102.5,38.0,46.0,-8.0,-4.0,0.5,-6.0,-15.0,-15.0,True
0020800261,2008-12-02 00:00:00,DEN,TOR,-6.5,-5.0,2.5,207.0,102.5,64.0,45.0,19.0,5.0,-2.5,16.5,20.0,20.0,True
0020800270,2008-12-03 00:00:00,MIL,CHI,-4.0,-5.0,1.5,200.5,101.5,54.0,42.0,12.0,5.0,-1.5,9.5,-5.0,-5.0,True
0020800274,2008-12-04 00:00:00,DAL,PHX,-4.5,-3.5,3.5,206.5,103.0,64.0,46.0,18.0,3.5,-3.5,16.25,-3.0,-3.0,True
0020800286,2008-12-05 00:00:00,UTA,TOR,-6.0,-4.5,1.5,206.0,105.0,64.0,48.0,16.0,4.5,-1.5,13.75,11.0,11.0,True
0020800287,2008-12-06 00:00:00,CHA,CLE,8.0,8.0,-2.0,184.0,93.5,35.0,55.0,-20.0,-8.0,2.0,-16.0,0.0,0.0,True
0020800296,2008-12-06 00:00:00,SAC,DEN,5.0,4.5,-3.0,212.5,103.5,39.0,60.0,-21.0,-4.5,3.0,-18.75,-12.0,-12.0,True
0020800314,2008-12-10 00:00:00,TOR,IND,-4.0,-3.0,0.5,210.5,105.5,51.0,45.0,6.0,3.0,-0.5,4.5,7.0,7.0,True
0020800317,2008-12-10 00:00:00,OKC,MEM,2.0,-2.0,3.0,201.0,103.5,55.0,48.0,7.0,2.0,-3.0,6.0,-13.0,-13.0,True
0020800321,2008-12-10 00:00:00,GSW,MIL,-2.5,-1.5,0.5,219.5,108.5,55.0,50.0,5.0,1.5,-0.5,4.25,18.0,18.0,True
0020800323,2008-12-11 00:00:00,WAS,BOS,9.0,10.0,-0.5,196.0,97.0,39.0,63.0,-24.0,-10.0,0.5,-19.0,-10.0,-10.0,True
0020800325,2008-12-11 00:00:00,UTA,POR,-3.0,-3.0,2.5,194.0,99.5,57.0,46.0,11.0,3.0,-2.5,9.5,-2.0,-2.0,True
0020800335,2008-12-12 00:00:00,GSW,HOU,3.0,2.0,-2.0,212.0,106.0,50.0,61.0,-11.0,-2.0,2.0,-10.0,0.0,0.0,True
0020800338,2008-12-13 00:00:00,CHA,DET,1.5,1.5,-3.5,184.0,94.0,33.0,51.0,-18.0,-1.5,3.5,-17.25,14.0,14.0,True
0020800339,2008-12-13 00:00:00,PHI,WAS,-5.5,-5.5,1.0,195.5,99.0,51.0,40.0,11.0,5.5,-1.0,8.25,4.0,4.0,True
0020800342,2008-12-13 00:00:00,MIL,IND,-4.5,-4.0,3.5,205.0,103.0,64.0,46.0,18.0,4.0,-3.5,16.0,0.0,0.0,True
0020800347,2008-12-14 00:00:00,TOR,NOH,2.0,2.5,-0.5,195.0,98.0,46.0,51.0,-5.0,-2.5,0.5,-3.75,-3.0,-3.0,True
0020800373,2008-12-17 00:00:00,CHI,LAC,-5.5,-2.0,2.0,194.5,96.0,56.0,47.0,9.0,2.0,-2.0,8.0,-9.0,-3.0,True
0020800375,2008-12-18 00:00:00,ORL,SAS,-3.5,-2.5,3.5,192.0,98.5,44.0,29.0,15.0,2.5,-3.5,13.75,-3.0,-3.0,True
0020800390,2008-12-20 00:00:00,ORL,LAL,1.5,1.5,-2.0,206.0,103.5,49.0,58.0,-9.0,-1.5,2.0,-8.25,12.0,12.0,True
0020800396,2008-12-20 00:00:00,MIL,LAC,-4.5,-5.5,4.0,193.0,94.5,62.0,32.0,30.0,5.5,-4.0,27.25,4.0,4.0,True
0020800399,2008-12-21 00:00:00,ATL,DET,-3.5,-4.5,1.5,187.0,94.5,52.0,41.0,11.0,4.5,-1.5,8.75,-4.0,-4.0,True
0020800404,2008-12-22 00:00:00,NJN,HOU,3.5,6.5,-2.5,198.0,97.0,40.0,61.0,-21.0,-6.5,2.5,-17.75,-2.0,-2.0,True
0020800407,2008-12-22 00:00:00,DEN,POR,-3.5,-3.0,1.0,199.0,100.0,53.0,47.0,6.0,3.0,-1.0,4.5,2.0,2.0,True
0020800408,2008-12-22 00:00:00,LAC,TOR,-2.5,1.0,-3.5,189.5,95.0,32.0,51.0,-19.0,-1.0,3.5,-18.5,-3.0,-3.0,True
0020800416,2008-12-23 00:00:00,MIL,UTA,1.0,-2.5,2.5,196.5,102.5,50.0,38.0,12.0,2.5,-2.5,10.75,-4.0,-4.0,True
0020800421,2008-12-25 00:00:00,ORL,NOH,-5.5,-5.0,5.0,190.0,96.0,61.0,31.0,30.0,5.0,-5.0,27.5,-10.0,-10.0,True
0020800422,2008-12-25 00:00:00,PHX,SAS,-2.5,-2.5,0.5,201.0,102.5,45.0,39.0,6.0,2.5,-0.5,4.75,-7.0,-7.0,True
0020800423,2008-12-25 00:00:00,LAL,BOS,-2.5,-2.0,1.0,202.0,101.5,51.0,45.0,6.0,2.0,-1.0,5.0,3.0,3.0,True
0020800433,2008-12-26 00:00:00,UTA,DAL,-4.5,-2.0,1.5,194.5,96.0,53.0,44.0,9.0,2.0,-1.5,8.0,0.0,0.0,True
0020800444,2008-12-28 00:00:00,NYK,DEN,4.0,4.5,-0.5,220.5,108.5,56.0,66.0,-10.0,-4.5,0.5,-7.75,3.0,3.0,True
0020800445,2008-12-28 00:00:00,LAC,DAL,-1.0,1.0,-3.0,184.5,90.5,34.0,45.0,-11.0,-1.0,3.0,-10.5,-11.0,-11.0,True
0020800448,2008-12-28 00:00:00,SAC,BOS,12.0,12.5,-0.5,196.5,97.0,34.0,59.0,-25.0,-12.5,0.5,-18.75,-20.0,-20.0,True
0020800466,2008-12-30 00:00:00,SAC,LAC,-1.5,-3.0,1.0,194.0,96.5,49.0,41.0,8.0,3.0,-1.0,6.5,-6.0,-6.0,True
0020800467,2008-12-31 00:00:00,CHI,ORL,6.5,5.5,-3.5,201.5,98.0,38.0,65.0,-27.0,-5.5,3.5,-24.25,8.0,8.0,True
0020800477,2009-01-02 00:00:00,NJN,ATL,3.5,4.5,-2.5,197.5,100.0,29.0,49.0,-20.0,-4.5,2.5,-17.75,20.0,22.0,True
0020800489,2009-01-03 00:00:00,CHA,MIL,-1.0,-1.0,2.5,181.0,91.5,51.0,42.0,9.0,1.0,-2.5,8.5,1.0,1.0,True
0020800494,2009-01-03 00:00:00,DEN,NOH,-2.5,-4.0,3.0,199.0,99.5,58.0,40.0,18.0,4.0,-3.0,16.0,-13.0,-13.0,True
0020800518,2009-01-07 00:00:00,NJN,MEM,-5.0,-4.0,2.0,187.0,97.5,55.0,42.0,13.0,4.0,-2.0,11.0,-2.0,-2.0,True
0020800520,2009-01-07 00:00:00,MIN,OKC,-6.5,-5.5,4.0,202.5,103.5,72.0,43.0,29.0,5.5,-4.0,26.25,13.0,13.0,True
0020800521,2009-01-07 00:00:00,DEN,MIA,-5.5,-5.5,1.0,198.0,97.0,59.0,48.0,11.0,5.5,-1.0,8.25,0.0,0.0,True
0020800523,2009-01-07 00:00:00,UTA,NOH,-4.5,-4.0,1.5,192.5,97.0,58.0,46.0,12.0,4.0,-1.5,10.0,14.0,14.0,True
0020800528,2009-01-09 00:00:00,ORL,ATL,-5.5,-5.0,4.0,192.0,98.5,71.0,33.0,38.0,5.0,-4.0,35.5,-4.0,-4.0,True
0020800531,2009-01-09 00:00:00,CLE,BOS,-4.0,-4.0,1.0,182.5,91.0,49.0,40.0,9.0,4.0,-1.0,7.0,6.0,6.0,True
0020800534,2009-01-09 00:00:00,CHI,WAS,-6.0,-4.5,2.5,196.5,99.5,52.0,34.0,18.0,4.5,-2.5,15.75,-6.0,-6.0,True
0020800536,2009-01-09 00:00:00,DEN,DET,-4.0,-5.0,0.5,193.0,95.0,48.0,38.0,10.0,5.0,-0.5,7.5,-13.0,-13.0,True
0020800546,2009-01-11 00:00:00,TOR,BOS,4.5,5.5,-1.5,188.5,94.0,41.0,54.0,-13.0,-5.5,1.5,-10.25,7.0,7.0,True
0020800550,2009-01-11 00:00:00,GSW,IND,2.0,2.0,-1.0,234.0,115.5,55.0,61.0,-6.0,-2.0,1.0,-5.0,9.0,9.0,True
0020800551,2009-01-11 00:00:00,SAC,DAL,4.0,2.5,-0.5,201.5,99.5,49.0,55.0,-6.0,-2.5,0.5,-4.75,13.0,13.0,True
0020800563,2009-01-13 00:00:00,DEN,DAL,-5.5,-6.0,1.0,206.0,102.5,60.0,47.0,13.0,6.0,-1.0,10.0,-11.0,-11.0,True
0020800565,2009-01-13 00:00:00,SAC,ORL,8.5,7.5,-2.5,205.5,102.5,56.0,75.0,-19.0,-7.5,2.5,-15.25,-13.0,-13.0,True
0020800576,2009-01-14 00:00:00,LAC,ATL,4.5,4.0,-1.5,190.5,96.5,31.0,43.0,-12.0,-4.0,1.5,-10.0,-5.0,-5.0,True
0020800582,2009-01-16 00:00:00,WAS,NYK,-2.5,-3.5,2.0,209.0,103.0,49.0,37.0,12.0,3.5,-2.0,10.25,-5.0,-5.0,True
